,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
7347,Shot Chart Detail,21500053,392,1626171,Bobby Portis,1610612741,Chicago Bulls,4,9,4,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19,164,97,1,1,20151103,CHA,CHI
7348,Shot Chart Detail,21500053,412,1626171,Bobby Portis,1610612741,Chicago Bulls,4,6,44,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,117,144,1,0,20151103,CHA,CHI
7349,Shot Chart Detail,21500053,434,1626171,Bobby Portis,1610612741,Chicago Bulls,4,4,15,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,22,-97,198,1,0,20151103,CHA,CHI
7350,Shot Chart Detail,21500053,457,1626171,Bobby Portis,1610612741,Chicago Bulls,4,2,24,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-27,121,1,1,20151103,CHA,CHI
7351,Shot Chart Detail,21500053,470,1626171,Bobby Portis,1610612741,Chicago Bulls,4,1,12,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20151103,CHA,CHI
7352,Shot Chart Detail,21500053,479,1626171,Bobby Portis,1610612741,Chicago Bulls,4,0,35,Made Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,12,18,1,1,20151103,CHA,CHI
7353,Shot Chart Detail,21500053,486,1626171,Bobby Portis,1610612741,Chicago Bulls,4,0,4,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,156,33,1,1,20151103,CHA,CHI
7354,Shot Chart Detail,21500100,136,1626171,Bobby Portis,1610612741,Chicago Bulls,1,0,58,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19,163,101,1,0,20151109,PHI,CHI
7355,Shot Chart Detail,21500100,533,1626171,Bobby Portis,1610612741,Chicago Bulls,4,3,48,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20151109,PHI,CHI
7356,Shot Chart Detail,21500100,540,1626171,Bobby Portis,1610612741,Chicago Bulls,4,3,5,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,48,-29,1,0,20151109,PHI,CHI
7357,Shot Chart Detail,21500231,540,1626171,Bobby Portis,1610612741,Chicago Bulls,4,0,48,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,28,2,1,0,20151127,IND,CHI
7358,Shot Chart Detail,21500231,546,1626171,Bobby Portis,1610612741,Chicago Bulls,4,0,29,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-196,178,1,0,20151127,IND,CHI
7359,Shot Chart Detail,21500231,550,1626171,Bobby Portis,1610612741,Chicago Bulls,4,0,0,Made Shot,Driving Bank shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,89,-15,1,1,20151127,IND,CHI
7360,Shot Chart Detail,21500361,506,1626171,Bobby Portis,1610612741,Chicago Bulls,4,3,8,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,151,21,1,0,20151214,CHI,PHI
7361,Shot Chart Detail,21500361,512,1626171,Bobby Portis,1610612741,Chicago Bulls,4,2,37,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,101,2,1,1,20151214,CHI,PHI
7362,Shot Chart Detail,21500361,530,1626171,Bobby Portis,1610612741,Chicago Bulls,4,0,41,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,-6,178,1,1,20151214,CHI,PHI
7363,Shot Chart Detail,21500361,532,1626171,Bobby Portis,1610612741,Chicago Bulls,4,0,14,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,112,105,1,1,20151214,CHI,PHI
7364,Shot Chart Detail,21500400,123,1626171,Bobby Portis,1610612741,Chicago Bulls,2,9,54,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,32,165,1,0,20151219,NYK,CHI
7365,Shot Chart Detail,21500400,147,1626171,Bobby Portis,1610612741,Chicago Bulls,2,8,7,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,46,-5,1,0,20151219,NYK,CHI
7366,Shot Chart Detail,21500400,158,1626171,Bobby Portis,1610612741,Chicago Bulls,2,7,12,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-27,-15,1,1,20151219,NYK,CHI
7367,Shot Chart Detail,21500400,228,1626171,Bobby Portis,1610612741,Chicago Bulls,2,0,57,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-34,2,1,0,20151219,NYK,CHI
7368,Shot Chart Detail,21500400,230,1626171,Bobby Portis,1610612741,Chicago Bulls,2,0,56,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-14,2,1,1,20151219,NYK,CHI
7369,Shot Chart Detail,21500400,324,1626171,Bobby Portis,1610612741,Chicago Bulls,3,3,27,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,114,41,1,0,20151219,NYK,CHI
7370,Shot Chart Detail,21500400,342,1626171,Bobby Portis,1610612741,Chicago Bulls,3,2,25,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,0,1,1,20151219,NYK,CHI
7371,Shot Chart Detail,21500400,353,1626171,Bobby Portis,1610612741,Chicago Bulls,3,1,10,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,186,170,1,1,20151219,NYK,CHI
7372,Shot Chart Detail,21500400,356,1626171,Bobby Portis,1610612741,Chicago Bulls,3,0,39,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-79,154,1,0,20151219,NYK,CHI
7373,Shot Chart Detail,21500400,360,1626171,Bobby Portis,1610612741,Chicago Bulls,3,0,0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,189,154,1,1,20151219,NYK,CHI
7374,Shot Chart Detail,21500400,367,1626171,Bobby Portis,1610612741,Chicago Bulls,4,11,11,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,122,213,1,0,20151219,NYK,CHI
7375,Shot Chart Detail,21500400,370,1626171,Bobby Portis,1610612741,Chicago Bulls,4,10,34,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-106,18,1,0,20151219,NYK,CHI
7376,Shot Chart Detail,21500400,382,1626171,Bobby Portis,1610612741,Chicago Bulls,4,10,2,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,17,-1,1,0,20151219,NYK,CHI
7377,Shot Chart Detail,21500400,421,1626171,Bobby Portis,1610612741,Chicago Bulls,4,7,20,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,14,-5,1,1,20151219,NYK,CHI
7378,Shot Chart Detail,21500400,434,1626171,Bobby Portis,1610612741,Chicago Bulls,4,6,51,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,12,68,106,1,0,20151219,NYK,CHI
7379,Shot Chart Detail,21500400,436,1626171,Bobby Portis,1610612741,Chicago Bulls,4,6,48,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,24,-1,1,0,20151219,NYK,CHI
7380,Shot Chart Detail,21500400,505,1626171,Bobby Portis,1610612741,Chicago Bulls,4,1,0,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,-30,178,1,1,20151219,NYK,CHI
7381,Shot Chart Detail,21500400,511,1626171,Bobby Portis,1610612741,Chicago Bulls,4,0,5,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20151219,NYK,CHI
7382,Shot Chart Detail,21500414,132,1626171,Bobby Portis,1610612741,Chicago Bulls,2,9,14,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,12,247,1,0,20151221,CHI,BKN
7383,Shot Chart Detail,21500414,137,1626171,Bobby Portis,1610612741,Chicago Bulls,2,8,57,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,0,1,1,20151221,CHI,BKN
7384,Shot Chart Detail,21500414,145,1626171,Bobby Portis,1610612741,Chicago Bulls,2,7,49,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-16,101,1,0,20151221,CHI,BKN
7385,Shot Chart Detail,21500414,150,1626171,Bobby Portis,1610612741,Chicago Bulls,2,6,42,Made Shot,Jump Bank Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,42,2,1,1,20151221,CHI,BKN
7386,Shot Chart Detail,21500414,154,1626171,Bobby Portis,1610612741,Chicago Bulls,2,6,18,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,13,1,1,20151221,CHI,BKN
7387,Shot Chart Detail,21500414,165,1626171,Bobby Portis,1610612741,Chicago Bulls,2,5,41,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-179,-11,1,0,20151221,CHI,BKN
7388,Shot Chart Detail,21500414,169,1626171,Bobby Portis,1610612741,Chicago Bulls,2,5,15,Missed Shot,Driving Bank shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,56,21,1,0,20151221,CHI,BKN
7389,Shot Chart Detail,21500414,363,1626171,Bobby Portis,1610612741,Chicago Bulls,4,11,14,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,9,65,1,0,20151221,CHI,BKN
7390,Shot Chart Detail,21500414,387,1626171,Bobby Portis,1610612741,Chicago Bulls,4,8,41,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,78,175,1,0,20151221,CHI,BKN
7391,Shot Chart Detail,21500437,148,1626171,Bobby Portis,1610612741,Chicago Bulls,1,1,21,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,-176,67,1,0,20151225,OKC,CHI
7392,Shot Chart Detail,21500437,213,1626171,Bobby Portis,1610612741,Chicago Bulls,2,7,48,Missed Shot,Turnaround Hook Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,97,8,1,0,20151225,OKC,CHI
7393,Shot Chart Detail,21500437,359,1626171,Bobby Portis,1610612741,Chicago Bulls,3,6,21,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,-11,1,0,20151225,OKC,CHI
7394,Shot Chart Detail,21500437,385,1626171,Bobby Portis,1610612741,Chicago Bulls,3,4,31,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-68,237,1,1,20151225,OKC,CHI
7395,Shot Chart Detail,21500437,438,1626171,Bobby Portis,1610612741,Chicago Bulls,3,0,1,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-78,0,1,1,20151225,OKC,CHI
7396,Shot Chart Detail,21500437,442,1626171,Bobby Portis,1610612741,Chicago Bulls,4,11,42,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,22,-181,131,1,0,20151225,OKC,CHI
7397,Shot Chart Detail,21500437,479,1626171,Bobby Portis,1610612741,Chicago Bulls,4,7,7,Missed Shot,Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-20,33,1,0,20151225,OKC,CHI
7398,Shot Chart Detail,21500437,488,1626171,Bobby Portis,1610612741,Chicago Bulls,4,6,42,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,-1,1,1,20151225,OKC,CHI
7399,Shot Chart Detail,21500449,130,1626171,Bobby Portis,1610612741,Chicago Bulls,2,9,59,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-147,92,1,0,20151226,DAL,CHI
7400,Shot Chart Detail,21500449,416,1626171,Bobby Portis,1610612741,Chicago Bulls,4,11,24,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,-1,1,0,20151226,DAL,CHI
7401,Shot Chart Detail,21500449,445,1626171,Bobby Portis,1610612741,Chicago Bulls,4,9,1,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,-1,1,1,20151226,DAL,CHI
7402,Shot Chart Detail,21500463,94,1626171,Bobby Portis,1610612741,Chicago Bulls,1,1,41,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-106,228,1,0,20151228,CHI,TOR
7403,Shot Chart Detail,21500463,118,1626171,Bobby Portis,1610612741,Chicago Bulls,2,11,47,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,61,120,1,1,20151228,CHI,TOR
7404,Shot Chart Detail,21500463,125,1626171,Bobby Portis,1610612741,Chicago Bulls,2,10,47,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,43,85,1,0,20151228,CHI,TOR
7405,Shot Chart Detail,21500463,146,1626171,Bobby Portis,1610612741,Chicago Bulls,2,8,56,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,10,43,1,1,20151228,CHI,TOR
7406,Shot Chart Detail,21500463,148,1626171,Bobby Portis,1610612741,Chicago Bulls,2,8,20,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,14,72,1,1,20151228,CHI,TOR
7407,Shot Chart Detail,21500463,169,1626171,Bobby Portis,1610612741,Chicago Bulls,2,6,2,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,-7,198,1,1,20151228,CHI,TOR
7408,Shot Chart Detail,21500463,359,1626171,Bobby Portis,1610612741,Chicago Bulls,3,3,27,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,148,-15,1,0,20151228,CHI,TOR
7409,Shot Chart Detail,21500463,412,1626171,Bobby Portis,1610612741,Chicago Bulls,4,10,26,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,9,170,1,1,20151228,CHI,TOR
7410,Shot Chart Detail,21500463,429,1626171,Bobby Portis,1610612741,Chicago Bulls,4,8,31,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,22,-161,156,1,0,20151228,CHI,TOR
7411,Shot Chart Detail,21500463,445,1626171,Bobby Portis,1610612741,Chicago Bulls,4,6,31,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-20,7,1,1,20151228,CHI,TOR
7412,Shot Chart Detail,21500478,75,1626171,Bobby Portis,1610612741,Chicago Bulls,1,3,23,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-140,146,1,1,20151230,CHI,IND
7413,Shot Chart Detail,21500478,100,1626171,Bobby Portis,1610612741,Chicago Bulls,1,0,47,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,3,1,1,20151230,CHI,IND
7414,Shot Chart Detail,21500478,105,1626171,Bobby Portis,1610612741,Chicago Bulls,1,0,0,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,42,173,385,1,0,20151230,CHI,IND
7415,Shot Chart Detail,21500478,114,1626171,Bobby Portis,1610612741,Chicago Bulls,2,11,26,Made Shot,Turnaround Bank Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,51,16,1,1,20151230,CHI,IND
7416,Shot Chart Detail,21500478,117,1626171,Bobby Portis,1610612741,Chicago Bulls,2,10,52,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-16,156,1,0,20151230,CHI,IND
7417,Shot Chart Detail,21500478,121,1626171,Bobby Portis,1610612741,Chicago Bulls,2,10,37,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,28,13,1,0,20151230,CHI,IND
7418,Shot Chart Detail,21500478,171,1626171,Bobby Portis,1610612741,Chicago Bulls,2,6,43,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,17,3,1,1,20151230,CHI,IND
7419,Shot Chart Detail,21500478,181,1626171,Bobby Portis,1610612741,Chicago Bulls,2,5,33,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19,182,70,1,0,20151230,CHI,IND
7420,Shot Chart Detail,21500478,309,1626171,Bobby Portis,1610612741,Chicago Bulls,3,6,38,Made Shot,Turnaround Hook Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,8,86,11,1,1,20151230,CHI,IND
7421,Shot Chart Detail,21500478,380,1626171,Bobby Portis,1610612741,Chicago Bulls,3,0,38,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-12,2,1,1,20151230,CHI,IND
7422,Shot Chart Detail,21500478,419,1626171,Bobby Portis,1610612741,Chicago Bulls,4,9,32,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19,-169,106,1,0,20151230,CHI,IND
7423,Shot Chart Detail,21500478,445,1626171,Bobby Portis,1610612741,Chicago Bulls,4,8,2,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20151230,CHI,IND
7424,Shot Chart Detail,21500493,78,1626171,Bobby Portis,1610612741,Chicago Bulls,1,3,55,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,120,139,1,1,20160101,CHI,NYK
7425,Shot Chart Detail,21500493,88,1626171,Bobby Portis,1610612741,Chicago Bulls,1,2,42,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-19,134,1,1,20160101,CHI,NYK
7426,Shot Chart Detail,21500493,130,1626171,Bobby Portis,1610612741,Chicago Bulls,2,11,15,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,21,164,136,1,1,20160101,CHI,NYK
7427,Shot Chart Detail,21500493,168,1626171,Bobby Portis,1610612741,Chicago Bulls,2,7,19,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-96,228,1,1,20160101,CHI,NYK
7428,Shot Chart Detail,21500493,170,1626171,Bobby Portis,1610612741,Chicago Bulls,2,6,45,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-68,51,1,0,20160101,CHI,NYK
7429,Shot Chart Detail,21500493,186,1626171,Bobby Portis,1610612741,Chicago Bulls,2,5,10,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-225,-26,1,0,20160101,CHI,NYK
7430,Shot Chart Detail,21500493,361,1626171,Bobby Portis,1610612741,Chicago Bulls,3,2,29,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,23,-97,219,1,1,20160101,CHI,NYK
7431,Shot Chart Detail,21500493,456,1626171,Bobby Portis,1610612741,Chicago Bulls,4,7,25,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,7,1,1,20160101,CHI,NYK
7432,Shot Chart Detail,21500493,515,1626171,Bobby Portis,1610612741,Chicago Bulls,4,2,29,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,42,23,1,0,20160101,CHI,NYK
7433,Shot Chart Detail,21500507,91,1626171,Bobby Portis,1610612741,Chicago Bulls,1,1,0,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,0,1,1,20160103,TOR,CHI
7434,Shot Chart Detail,21500507,127,1626171,Bobby Portis,1610612741,Chicago Bulls,2,8,58,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,2,244,1,0,20160103,TOR,CHI
7435,Shot Chart Detail,21500507,149,1626171,Bobby Portis,1610612741,Chicago Bulls,2,6,54,Missed Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,63,11,1,0,20160103,TOR,CHI
7436,Shot Chart Detail,21500507,363,1626171,Bobby Portis,1610612741,Chicago Bulls,3,1,40,Missed Shot,Turnaround Bank Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,58,21,1,0,20160103,TOR,CHI
7437,Shot Chart Detail,21500507,390,1626171,Bobby Portis,1610612741,Chicago Bulls,4,10,17,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-25,3,1,1,20160103,TOR,CHI
7438,Shot Chart Detail,21500522,83,1626171,Bobby Portis,1610612741,Chicago Bulls,1,2,57,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,92,111,1,0,20160105,CHI,MIL
7439,Shot Chart Detail,21500522,98,1626171,Bobby Portis,1610612741,Chicago Bulls,1,1,38,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,12,174,1,1,20160105,CHI,MIL
7440,Shot Chart Detail,21500522,172,1626171,Bobby Portis,1610612741,Chicago Bulls,2,6,50,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,117,223,1,0,20160105,CHI,MIL
7441,Shot Chart Detail,21500522,392,1626171,Bobby Portis,1610612741,Chicago Bulls,4,8,38,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,7,-1,1,1,20160105,CHI,MIL
7442,Shot Chart Detail,21500537,97,1626171,Bobby Portis,1610612741,Chicago Bulls,1,0,37,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-7,31,1,1,20160107,CHI,BOS
7443,Shot Chart Detail,21500537,114,1626171,Bobby Portis,1610612741,Chicago Bulls,2,11,17,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,107,169,1,0,20160107,CHI,BOS
7444,Shot Chart Detail,21500537,121,1626171,Bobby Portis,1610612741,Chicago Bulls,2,10,43,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-7,105,1,0,20160107,CHI,BOS
7445,Shot Chart Detail,21500537,135,1626171,Bobby Portis,1610612741,Chicago Bulls,2,9,7,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-81,120,1,0,20160107,CHI,BOS
7446,Shot Chart Detail,21500537,162,1626171,Bobby Portis,1610612741,Chicago Bulls,2,6,57,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-27,70,1,1,20160107,CHI,BOS
7447,Shot Chart Detail,21500537,164,1626171,Bobby Portis,1610612741,Chicago Bulls,2,6,29,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-133,203,1,0,20160107,CHI,BOS
7448,Shot Chart Detail,21500537,313,1626171,Bobby Portis,1610612741,Chicago Bulls,3,5,0,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,7,1,0,20160107,CHI,BOS
7449,Shot Chart Detail,21500537,344,1626171,Bobby Portis,1610612741,Chicago Bulls,3,2,29,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,21,-63,205,1,0,20160107,CHI,BOS
7450,Shot Chart Detail,21500537,380,1626171,Bobby Portis,1610612741,Chicago Bulls,4,11,23,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,27,56,1,0,20160107,CHI,BOS
7451,Shot Chart Detail,21500551,79,1626171,Bobby Portis,1610612741,Chicago Bulls,1,3,23,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19,179,80,1,0,20160109,ATL,CHI
7452,Shot Chart Detail,21500551,97,1626171,Bobby Portis,1610612741,Chicago Bulls,1,1,45,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,24,244,1,0,20160109,ATL,CHI
7453,Shot Chart Detail,21500551,563,1626171,Bobby Portis,1610612741,Chicago Bulls,4,1,36,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-120,85,1,0,20160109,ATL,CHI
7454,Shot Chart Detail,21500567,168,1626171,Bobby Portis,1610612741,Chicago Bulls,2,8,35,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,20,-179,106,1,0,20160111,CHI,WAS
7455,Shot Chart Detail,21500567,187,1626171,Bobby Portis,1610612741,Chicago Bulls,2,6,43,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,22,4,1,0,20160111,CHI,WAS
7456,Shot Chart Detail,21500567,495,1626171,Bobby Portis,1610612741,Chicago Bulls,4,4,16,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,42,105,1,1,20160111,CHI,WAS
7457,Shot Chart Detail,21500587,133,1626171,Bobby Portis,1610612741,Chicago Bulls,2,10,8,Missed Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-19,8,1,0,20160114,PHI,CHI
7458,Shot Chart Detail,21500597,356,1626171,Bobby Portis,1610612741,Chicago Bulls,3,0,59,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-153,-6,1,0,20160115,CHI,DAL
7459,Shot Chart Detail,21500597,358,1626171,Bobby Portis,1610612741,Chicago Bulls,3,0,57,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,69,237,1,1,20160115,CHI,DAL
